,ID,ageGap,attendReligiousServiceFreq,employmentStatus,genderSubjectAttractedTo,houseType,householdAdults_num,householdIncome,householdMinor_num,householdSize,interracial,isHispanic,isLivingTogether,isMarried,isMetroArea,metAs_coworkers,metAs_customerAndClient,metAs_workNeighbors,metIn_church,metIn_college,metIn_military,metIn_privateParty,metIn_public,metIn_restaurantOrBar,metIn_school,metIn_voluntaryOrg,metOn_blindDate,metOn_businessTrip,metOn_vacation,metOnline_all,metOnline_chat,metOnline_datingSiteOrApp,metOnline_gaming,metOnline_nonDatingSite,metOnline_other,metOnline_socialNetwork,metThru_family,metThru_friend,metThru_notInternetDatingService,metThru_orAs_neighbors,met_YearFraction,met_to_shipStart_diff,moveIn_YearFraction,numRelativesSeePerMonth,ownHouseRentOther,partnerAge,partnerEduc_years,partnerGender,partnerMotherEduc_years,partnerParty_DemPos_RepNeg,partnerRace,partyDifference,region,relationshipQuality,relationshipQuality_isGood,relationshipQuality_num,season_met,season_shipStart,sexFrequency,shipStart_YearFraction,shipStart_to_moveIn_YearFraction,straightGayLesbian,subjectAge,subjectAgeWhenMet,subjectCountryWhenMetPartner,subjectEduc_years,subjectGender,subjectGrewUpInUS,subjectMotherEduc_years,subjectParty_DemPos_RepNeg,subjectRace,subjectSexualIdentity,timesDivorcedOrWidowed,whoEarnedMore
61,1838041,3.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2010.2084,,2015.875,5.0,Owned or being bought by you or someone in your household,36.0,17.0,[Partner Name] is Female,16.0,1,White,2,South,Excellent,1,5,spring,,Once a day or more,,,hetero couple,39,32.0,"Another country, please specify",17.0,Male,United States,14.0,-1,White,heterosexual or straight,0.0,I earned more
63,2278413,2.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,112500,0,3,no,False,Yes,"No, I am not Married",Metro,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2004.0416,0.0,2014.0416,4.0,Owned or being bought by you or someone in your household,29.0,14.0,[Partner Name] is Female,12.0,-1,White,0,Northeast,Good,1,4,winter,winter,Once or twice a week,2004.0416,10.0,hetero couple,31,18.0,United States,14.0,Male,United States,14.0,-1,White,heterosexual or straight,0.0,I earned more
65,2554257,6.0,Never,employed,sexually attracted only to same gender,A one-family house detached from any other house,2,112500,0,2,no,True,Yes,"Yes, I am Married",Metro,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,2006.0416,0.08337402,2007.625,0.0,Owned or being bought by you or someone in your household,41.0,20.0,[Partner Name] is Male,12.0,3,White,0,South,Excellent,1,5,winter,winter,Once or twice a week,2006.125,1.5,gay male couple,47,36.0,United States,16.0,Male,United States,12.0,3,White,gay,0.0,[Partner Name] earned more
66,723769,9.0,Once or twice a month,retired,sexually attracted only to opposite gender,A building with 2 or more apartments,2,300000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1970.0416,1.333374,1971.7084,4.0,Owned or being bought by you or someone in your household,67.0,20.0,[Partner Name] is Female,16.0,3,White,0,Northeast,Excellent,1,5,winter,spring,2 to 3 times a month,1971.375,0.33337402,hetero couple,76,29.0,United States,20.0,Male,United States,12.0,3,White,heterosexual or straight,2.0,[Partner Name] was not working for pay
67,1374091,0.0,Once or twice a month,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,1971.7084,0.5,1974.4584,6.0,Owned or being bought by you or someone in your household,63.0,14.0,[Partner Name] is Female,12.0,1,White,0,Midwest,Excellent,1,5,autumn,spring,Once or twice a week,1972.2084,2.25,hetero couple,63,17.0,United States,16.0,Male,United States,12.0,1,White,heterosexual or straight,0.0,I earned more
68,2044441,4.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1982.125,0.0,1983.0416,0.0,Owned or being bought by you or someone in your household,59.0,12.0,[Partner Name] is Female,12.0,-1,White,0,Midwest,Fair,0,3,winter,winter,2 to 3 times a month,1982.125,0.916626,hetero couple,55,20.0,United States,11.0,Male,United States,12.0,-1,White,heterosexual or straight,0.0,We earned about the same amount
71,1107549,1.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,67500,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1959.7916,0.5,1963.625,0.0,Occupied without payment of cash rent,74.0,16.0,[Partner Name] is Male,12.0,-3,White,2,Northeast,Excellent,1,5,autumn,spring,Once a month or less,1960.2916,3.333374,hetero couple,75,17.0,United States,12.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
72,1131259,0.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,92500,1,4,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1987.7084,2.166626,1990.125,9.0,Owned or being bought by you or someone in your household,45.0,12.0,[Partner Name] is Male,9.0,-1,White,2,West,Excellent,1,5,autumn,autumn,2 to 3 times a month,1989.875,0.25,hetero couple,45,15.0,United States,12.0,Female,United States,10.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
73,2319981,1.0,Once a week,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,45000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1954.4584,3.0,1963.0416,8.0,Owned or being bought by you or someone in your household,75.0,13.0,[Partner Name] is Female,12.0,3,White,2,South,Excellent,1,5,summer,summer,Once a month or less,1957.4584,5.583252,hetero couple,74,11.0,United States,13.0,Male,United States,12.0,1,White,heterosexual or straight,0.0,I earned more
74,2277693,1.0,Once or twice a month,unemployed,sexually attracted only to opposite gender,A building with 2 or more apartments,2,2500,1,3,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2012.625,0.0,,2.0,Rented for cash,58.0,16.0,[Partner Name] is Male,14.0,-3,White,0,West,Good,1,4,summer,summer,Refused,2012.625,,hetero couple,57,52.0,United States,10.0,Female,United States,12.0,-3,White,heterosexual or straight,2.0,[Partner Name] earned more
76,2881913,1.0,Never,employed,sexually attracted only to opposite gender,A building with 2 or more apartments,3,55000,0,3,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,2014.5416,0.0,2014.625,2.0,Rented for cash,37.0,16.0,[Partner Name] is Female,16.0,1,White,2,South,Excellent,1,5,summer,summer,3 to 6 times a week,2014.5416,0.08337402,hetero couple,38,35.0,United States,13.0,Male,United States,13.0,3,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
77,2271349,3.0,Never,retired,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,80000,0,2,yes,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1987.0416,0.25,1987.7916,0.0,Owned or being bought by you or someone in your household,72.0,12.0,[Partner Name] is Female,12.0,0,White,3,Northeast,Excellent,1,5,winter,spring,Refused,1987.2916,0.5,hetero couple,69,39.0,United States,12.0,Male,United States,12.0,3,"American Indian, Aleut, or Eskimo",heterosexual or straight,1.0,I earned more
78,659217,3.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,187500,0,3,yes,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,1985.625,0.08337402,1986.0416,0.0,Owned or being bought by you or someone in your household,56.0,16.0,[Partner Name] is Female,16.0,1,Other (please specify),2,Northeast,Excellent,1,5,summer,autumn,Once a month or less,1985.7084,0.33325195,hetero couple,59,27.0,"Another country, please specify",16.0,Male,"Another country, please specify",16.0,3,Asian or Pacific Islander,heterosexual or straight,0.0,I earned more
79,651259,14.0,More than once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,1,112500,0,1,no,False,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2004.2084,0.0,2006.7084,1.0,Owned or being bought by you or someone in your household,52.0,16.0,[Partner Name] is Male,13.0,0,White,1,Midwest,Good,1,4,spring,spring,2 to 3 times a month,2004.2084,2.5,hetero couple,38,25.0,United States,16.0,Female,United States,16.0,1,White,heterosexual or straight,0.0,I earned more
80,1977353,2.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,2,4,no,True,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2003.875,0.5,2005.9584,1.0,Owned or being bought by you or someone in your household,34.0,12.0,[Partner Name] is Female,13.0,1,White,1,South,Fair,0,3,autumn,spring,Once a month or less,2004.375,1.583374,hetero couple,36,22.0,United States,12.0,Male,"Another country, please specify",2.5,2,White,heterosexual or straight,0.0,I earned more
82,2280139,2.0,A few times a year,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,3,225000,2,5,no,False,No,"No, I am not Married",Metro,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2016.125,0.16662598,,3.0,Owned or being bought by you or someone in your household,21.0,13.0,[Partner Name] is Male,16.0,1,White,2,Northeast,Excellent,1,5,winter,spring,Once or twice a week,2016.2916,,hetero couple,19,18.0,United States,13.0,Female,United States,16.0,3,White,heterosexual or straight,0.0,[Partner Name] was not working for pay
83,2208823,4.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,3,5,no,False,Yes,"Yes, I am Married",Metro,,,,,,,,,,,,,,,no,,,,,,,,,,,2007.2084,0.0,2008.2916,0.0,Owned or being bought by you or someone in your household,38.0,16.0,[Partner Name] is Female,12.0,1,Black or African American,0,South,Excellent,1,5,spring,spring,3 to 6 times a week,2007.2084,1.083252,hetero couple,42,32.0,United States,12.0,Male,"Another country, please specify",12.0,1,Black or African American,heterosexual or straight,0.0,I earned more
84,2836091,0.0,A few times a year,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,4,55000,3,7,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,1977.875,7.666626,1986.7084,1.0,Owned or being bought by you or someone in your household,57.0,12.0,[Partner Name] is Male,10.0,-3,White,0,South,Excellent,1,5,autumn,summer,Once a month or less,1985.5416,1.166748,hetero couple,57,17.0,United States,12.0,Female,United States,13.0,-3,White,heterosexual or straight,2.0,[Partner Name] earned more
85,2147081,5.0,A few times a year,unemployed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,55000,4,6,no,False,Yes,"Yes, I am Married",Metro,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2011.4584,0.0,2011.5416,11.0,Rented for cash,30.0,12.0,[Partner Name] is Male,14.0,-3,White,0,West,Excellent,1,5,summer,summer,3 to 6 times a week,2011.4584,0.08325195,hetero couple,25,19.0,United States,12.0,Female,United States,12.0,-3,White,heterosexual or straight,0.0,[Partner Name] earned more
87,2643123,9.0,Never,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,yes,True,Yes,"Yes, I am Married",Metro,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1987.0416,1.833374,1988.875,4.0,Owned or being bought by you or someone in your household,52.0,13.0,[Partner Name] is Male,,1,Other (please specify),2,Midwest,Excellent,1,5,winter,autumn,Refused,1988.875,0.0,hetero couple,61,31.0,United States,10.0,Female,"Another country, please specify",5.5,3,White,heterosexual or straight,1.0,[Partner Name] earned more
89,2453103,1.0,Once a year or less,employed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,2,150000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1982.7916,0.25,1983.7084,0.0,Owned or being bought by you or someone in your household,60.0,20.0,[Partner Name] is Male,16.0,3,White,0,Northeast,Excellent,1,5,autumn,winter,Once a month or less,1983.0416,0.66674805,hetero couple,61,26.0,United States,20.0,Female,United States,14.0,3,White,heterosexual or straight,0.0,[Partner Name] earned more
90,2801097,2.0,A few times a year,retired,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,0,2,no,False,Yes,"Yes, I am Married",Metro,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1979.9584,1.166626,1983.2084,0.0,Owned or being bought by you or someone in your household,71.0,12.0,[Partner Name] is Female,7.5,-2,White,1,Northeast,Fair,0,3,winter,winter,Once a month or less,1981.125,2.083374,hetero couple,69,31.0,United States,14.0,Male,United States,14.0,-3,White,heterosexual or straight,1.0,[Partner Name] was not working for pay
91,1850929,1.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,150000,0,2,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1961.5416,3.5,1968.0416,1.0,Owned or being bought by you or someone in your household,73.0,16.0,[Partner Name] is Female,7.5,0,Asian or Pacific Islander,1,West,Excellent,1,5,summer,winter,Once a month or less,1965.0416,3.0,hetero couple,74,18.0,United States,17.0,Male,United States,7.5,1,Asian or Pacific Islander,heterosexual or straight,0.0,[Partner Name] was not working for pay
92,2645153,0.0,Once a week,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,55000,0,2,no,False,Yes,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2012.375,0.08337402,2015.2084,2.0,Owned or being bought by you or someone in your household,24.0,13.0,[Partner Name] is Female,13.0,-3,White,5,Midwest,Excellent,1,5,spring,summer,Once or twice a week,2012.4584,2.75,hetero couple,24,19.0,United States,14.0,Male,United States,12.0,2,White,heterosexual or straight,0.0,I earned more
94,2354647,1.0,Never,employed,"sexually attracted mostly to same gender, sometimes opposite gender",A one-family house detached from any other house,3,150000,3,6,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1995.7916,0.16674805,1996.7916,0.0,Owned or being bought by you or someone in your household,49.0,16.0,[Partner Name] is Female,16.0,1,White,2,Northeast,Fair,0,3,autumn,winter,Once a month or less,1995.9584,0.83325195,hetero couple,48,26.0,United States,16.0,Male,United States,7.5,-1,White,bisexual,0.0,I earned more
95,646023,3.0,Never,employed,sexually attracted only to opposite gender,A one-family house detached from any other house,2,80000,0,2,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1968.4584,0.0,1970.0416,4.0,Owned or being bought by you or someone in your household,71.0,12.0,[Partner Name] is Male,12.0,-3,White,2,Midwest,Excellent,1,5,summer,summer,Once a month or less,1968.4584,1.583252,hetero couple,68,19.0,United States,12.0,Female,United States,12.0,-1,White,heterosexual or straight,0.0,We earned about the same amount
96,2298757,1.0,Once a year or less,retired,sexually attracted only to same gender,A building with 2 or more apartments,2,137500,0,2,no,False,No,"No, I am not Married",Metro,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,1969.7916,0.0,1980.4584,0.0,Rented for cash,65.0,12.0,[Partner Name] is Male,12.0,1,White,0,South,Good,1,4,autumn,autumn,Once a month or less,1969.7916,10.666748,gay male couple,64,16.0,United States,13.0,Male,United States,11.0,1,White,gay,0.0,[Partner Name] earned more
97,2658993,2.0,Never,employed,sexually attracted only to opposite gender,A mobile home,2,112500,1,3,no,False,Yes,"Yes, I am Married",Metro,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2000.0416,7.666748,2007.5416,10.0,Owned or being bought by you or someone in your household,37.0,12.0,[Partner Name] is Male,9.0,0,White,1,South,Good,1,4,winter,autumn,Once a month or less,2007.7084,0.0,hetero couple,35,18.0,United States,12.0,Female,United States,13.0,-1,White,heterosexual or straight,0.0,I earned more
98,1586841,13.0,Never,retired,"sexually attracted mostly to opposite gender, sometimes same gender",A mobile home,1,32500,0,1,no,False,Yes,"Yes, I am Married",Non-Metro,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,2004.4584,1.166626,2005.875,0.0,Owned or being bought by you or someone in your household,56.0,12.0,[Partner Name] is Female,12.0,0,White,1,Northeast,Excellent,1,5,summer,summer,Once a month or less,2005.625,0.25,hetero couple,69,56.0,United States,12.0,Male,United States,12.0,-1,White,bisexual,2.0,[Partner Name] earned more
99,2473663,2.0,Once a year or less,unemployed,sexually attracted only to opposite gender,A one-family house attached to one or more houses,1,137500,0,1,no,True,Yes,"No, I am not Married",Metro,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2009.125,2.0,2013.625,3.0,Occupied without payment of cash rent,29.0,16.0,[Partner Name] is Male,16.0,0,White,1,West,Excellent,1,5,winter,winter,Once or twice a week,2011.125,2.5,hetero couple,27,19.0,United States,14.0,Female,United States,14.0,-1,White,heterosexual or straight,0.0,[Partner Name] earned more
